中文名,外文名,机构属性,行动领域,细分行动领域,设立年份,所在地,官网,微信公众号,LinkedIn,机构介绍,参考资料
坦桑尼亚广东（粤港澳）同乡总会广东代表处,"Canton, Hong Kong and Macao Fellow Townsmen Association in Tanzania Guangdong Representative Office",境外非政府组织,经贸合作,侨团组织-经贸合作,2023,广东广州,,坦桑尼亚同乡总会,,,
澳门青年联合会广东办事处,Macao Youth Federation (MYF) Guangdong Office,境外非政府组织,公益服务,青年发展-社会服务,2023,广东珠海,https://myf.org.mo/,澳青聯Macau Youth Federation,,,
世界宠物协会（中国香港）福建代表处,World Pet Association (WPA) Fujian Representative Office,境外非政府组织,公益服务,宠物产业-动物福利,2023,福建厦门,https://www.world-pet.org/,世界宠物协会,,,
亚洲机器人联盟慈善基金有限公司（中国香港）广东代表处,Asian Robotics League Fund Limited (ARLF) Guangdong Representative Office,境外非政府组织,教育培养,科技公益-机器人教育,2023,广东东莞,https://www.arlfund.org/,亚洲机器人联盟,,,
香港政策研究所有限公司（中国香港）广东代表处,Hong Kong Policy Research Institute (HKPRI) Guangdong Representative Office,境外非政府组织,政策治理,公共政策研究-智库咨询,2023,广东深圳,https://www.hkpri.org.hk/,香港政策研究所广东代表处,,,
新西兰中国自由贸易协会湖南代表处,New Zealand-China Free Trade Association Hunan Representative Office,境外非政府组织,经贸合作,自由贸易-经贸促进,2023,湖南长沙,,,,,
雅礼协会（美国）湖南代表处,Yale-China Association Hunan Representative Office,境外非政府组织,教育培养,教育交流-医疗合作,2023,湖南长沙,https://www.yalechina.org/,,,,
法中文化交流促进中心重庆代表处,Association pour la Promotion des Echanges Culturels France-Chine Chongqing Representative Office,境外非政府组织,文体交流,文化交流-艺术合作,2023,重庆,,,,,
亚洲体育舞蹈联合会成都办事处,Dance Sport Asia (DSA) Chengdu Office,境外非政府组织,文体交流,体育舞蹈-赛事组织,2023,四川成都,https://www.dancesportasia.net/,,,,
肯尼亚工业与商业联合会湖南代表处,Kenya National Chamber of Commerce and Industry (KNCCI) Hunan Representative Office,境外非政府组织,经贸合作,商会网络-经贸合作,2024,湖南长沙,https://www.kenyachamber.or.ke/,肯尼亚工商会湖南代表处,,,
社团法人K-Beauty产业协会（韩国）山东代表处,K-Beauty Industry Association Shandong Representative Office,境外非政府组织,产业制造,美妆产业-品牌推广,2024,山东青岛,https://www.k-beauty.or.kr/,,,,
英国特许公认会计师公会北京代表处,The Association of Chartered Certified Accountants (ACCA) Beijing Office,境外非政府组织,教育培养,经济与金融-资格认证,2024,北京,https://www.accaglobal.com.cn/,ACCA特许公认会计师公会,,,
新西兰华侨华人联合会吉林办事处,New Zealand Overseas Chinese Union Jilin Office,境外非政府组织,公共外交,侨团组织-经贸交流,2024,吉林长春,,华侨华人联合会吉林办事处,,,
粤港澳大湾区研究会（澳门）吉林办事处,,境外非政府组织,政策治理,区域发展研究-政策智库,2024,吉林吉林,,,,,
英国特许公认会计师公会上海代表处,The Association of Chartered Certified Accountants (ACCA) Shanghai Office,境外非政府组织,金融治理,经济与金融-行业标准,2024,上海,https://www.accaglobal.com.cn/,ACCA特许公认会计师公会,,,
希腊航运财务管理人协会上海代表处,Association of Banking and Financial Executives of Hellenic Shipping (ABFEHS) Shanghai Representative Office,境外非政府组织,金融治理,经济与金融-海事经济,2024,上海,https://www.hellenicshipfinanciers.gr/,ABFEHS,,,
禾众基金会（荷兰）重庆代表处,Solidaridad Network Foundation Chongqing Office,境外非政府组织,公益服务,公益慈善-社区发展,2024,重庆,https://www.solidaridadnetwork.org/,禾众基金会 Solidaridad Network,,,
坦桑尼亚启蒙发展创新协会湖南代表处,Tanzania Enlightenment Development and Innovations (TEDI) Hunan Representative Office,境外非政府组织,教育培养,教育创新-发展合作,2024,湖南长沙,https://tedi.or.tz/,,,,
茵之窗国际事业联盟（澳大利亚）湖南代表处,The Window of Yin International Career Alliance Hunan Representative Office,境外非政府组织,经贸合作,商务合作-投资促进,2024,湖南长沙,,,,,
德国联邦经济发展和对外贸易协会上海代表处,Bundesverband für Wirtschaftsförderung und Außenwirtschaft (BWA) Shanghai Representative Office,境外非政府组织,经贸合作,外贸促进-投资合作,2024,上海,https://bwa-deutschland.com/,中欧商圈BWA,,,
博茨瓦纳商业协会湖南代表处,Business Botswana (BB) Hunan Office,境外非政府组织,经贸合作,经贸合作-商会服务,2024,湖南长沙,https://www.bb.org.bw/,博茨瓦纳商业协会湖南代表处,,,
澳门川渝总商会重庆代表处,Sichuan-Chongqing General Chamber of Commerce in Macao Chongqing Representative Office,境外非政府组织,经贸合作,商会网络-区域合作,2024,重庆,,,,,
世界可持续发展工商理事会（瑞士）湖北代表处,World Business Council for Sustainable Development (WBCSD) Hubei Representative Office,境外非政府组织,气候能源,可持续发展-企业责任,2024,湖北武汉,https://www.wbcsd.org/,世界可持续发展工商理事会 WBCSD,,,
莫桑比克中非文化促进会福建代表处,Mozambique-China Cultural Center (CCMC) Fujian Representative Office,境外非政府组织,公共外交,中非合作-文化交流,2024,福建福州,,中非文化国际传播中心,,,
欧洲江西总商会江西代表处,European Jiangxi Chamber of Commerce Jiangxi Representative Office,境外非政府组织,经贸合作,商会组织-经贸促进,2024,江西南昌,https://www.eu-jiangxi.com/en/,欧洲江西总商会,,,
柬埔寨国际商会湖南省代表处,Cambodia International Chamber of Commerce Hunan Representative Office,境外非政府组织,经贸合作,商会网络-国际贸易,2024,湖南长沙,https://www.cicc.org.kh/,柬埔寨国际商会湖南代表处,,,
美国药典委员会上海代表处,The United States Pharmacopeial Convention (USP) Shanghai Representative Office,境外非政府组织,卫生健康,医药标准-药品安全,2024,上海,https://usp-edu.org/,美药典USP/美药典USP新药研发,,,
全国食肉批发企业协同组合连合会（日本）海南代表处,All Japan Meat Industry Co-operative Associations Hainan Representative Office,境外非政府组织,农业食品,食品供应链-肉类贸易,2024,海南海口,https://ajmic.or.jp/,,,,
英国特许公认会计师公会广东代表处,Association of Chartered Certified Accountants Guangdong Representative Office,境外非政府组织,教育培养,经济与金融-资格认证,2024,广东广州,https://www.accaglobal.com.cn/,ACCA特许公认会计师公会,,,
国际皮划艇联合会杭州代表处,International Canoe Federation (ICF) Hangzhou Representative Office,境外非政府组织,文体交流,体育赛事-水上运动,2024,浙江杭州,http://canoeicf.cn/,国际皮划艇联合会杭州代表处,,,
俄罗斯吉林省总商会吉林代表处,,境外非政府组织,经贸合作,商会网络-经贸合作,2024,吉林长春,,俄罗斯吉林省总商会,,,
台湾新经济发展学会（中国台湾）湖南代表处,,境外非政府组织,金融治理,经济与金融-产业发展,2024,湖南长沙,,,,,
国际药物信息协会（美国）上海代表处,Drug Information Association (DIA) Shanghai Representative Office,境外非政府组织,卫生健康,医药研发-法规政策,2024,上海,https://www.diaglobal.org/,国际药物信息协会DIA上海代表处,,,
俄罗斯圣彼得堡华侨华人协会湖北代表处,Китайское землячество в Санкт-Петербурге Hubei Representative Office,境外非政府组织,文体交流,侨团组织-文化联谊,2024,湖北武汉,http://chineseinrussia.ru/,圣彼得堡侨协,,,
智中经贸促进会（智利）重庆代表处,,境外非政府组织,经贸合作,经贸合作-投资促进,2024,重庆,,未完成的南美拼图,,,
多伦多天津总商会（加拿大）天津代表处,Toronto Tianjin Business Association (TTBA) Tianjin Representative Office,境外非政府组织,经贸合作,商会网络-经贸合作,2024,天津,https://ttba.ca/,多伦多天津总商会天津代表处,,,
中欧生命科学联盟（瑞士）天津代表处,Sino‑European Federation of Lifesciences (SEFL) Tianjin Representative Office,境外非政府组织,卫生健康,生命科学-科研合作,2024,天津,,,,,
美国南部工商贸易发展促进委员会湖南代表处,American Southern Commerce & Industry Trading Promotion Committee Hunan Representative Office,境外非政府组织,经贸合作,经贸促进-企业合作,2024,湖南长沙,,,,,
开放可编程序控制器协会（荷兰）北京代表处,PLCopen Beijing Representative Office,境外非政府组织,产业制造,工业自动化-开放标准,2024,北京,https://www.plcopen.ac.cn/,PLCopen,,,
一般社团法人日本大连商会辽宁代表处,Dalian Chamber of Commerce in Japan Liaoning Representative Office,境外非政府组织,公共外交,商会组织-经贸交流,2024,辽宁大连,,日本大连商会,,,
澳洲会计师公会上海代表处,CPA Australia Shanghai Representative Office,境外非政府组织,教育培养,经济与金融-资格认证,2024,上海,https://www.cpaaustralia.com.au/,澳洲会计师公会 CPA Australia,,,
国际大会及会议协会（荷兰）北京代表处,International Congress and Convention Association (ICCA) Beijing Representative Office,境外非政府组织,经贸合作,会展经济-会议产业,2024,北京,https://www.iccaworld.org/,国际大会及会议协会,,,
中华青年进步协会（中国澳门）广东办事处,Chinese Youth Advancement Association (CYAA) Guangdong Office,境外非政府组织,公益服务,青年发展-社会服务,2024,广东珠海,https://www.cyaa.org.mo/,青進會,,,
俄罗斯自治非营利组织滨海边疆区创业支持中心大连代表处,Center for Entrepreneurship Support of the Primorsky Territory Dalian Representative Office,境外非政府组织,科技创新,创业支持-投资促进,2024,辽宁大连,,,,,
美国开心果种植者协会上海代表处,American Pistachio Growers (APG) Shanghai Representative Office,境外非政府组织,农业食品,农产品贸易-食品推广,2024,上海,https://americanpistachios.org/,美国开心果种植者协会,,,
裴基金会（美国）吉林办事处,,境外非政府组织,公益服务,公益慈善-教育资助,2024,吉林图们,,,,,
国际有机农业亚洲联盟（韩国）河北代表处,IFOAM - Organics Asia Hebei Representative Office,境外非政府组织,农业食品,有机农业-可持续农业,2024,河北邯郸,https://www.ifoam.bio/,,,,
英国皇家建筑师学会海南代表处,Royal Institute of British Architects (RIBA) Hainan Representative Office,境外非政府组织,城市基建,建筑设计-职业标准,2024,海南海口,https://www.riba.org/,RIBA,,,
社团法人韩中联合会（韩国）海南代表处,Korea China Federation (Korea) (KCAK) Hainan Representative Office,境外非政府组织,公共外交,民间外交-经贸交流,2024,海南海口,,社团法人韩中联合会,,,
国际摄影艺术联合会（卢森堡）济南办事处,International Federation of Photographic Art (FIAP) Jinan Office,境外非政府组织,文体交流,摄影艺术-文化交流,2024,山东济南,https://fiap.net.cn/,国际摄联办事处,,,
创造美好未来潘基文基金会（韩国）北京代表处,Ban Ki-moon Foundation for a Better Future (BF4BF) Beijing Representative Office,境外非政府组织,气候能源,可持续发展-公益倡议,2024,北京,http://eng.bf4bf.or.kr/,潘基文基金会,,,
美国心脏病学会上海代表处,American College of Cardiology Foundation (ACC) Shanghai Representative Office,境外非政府组织,卫生健康,医学研究-心血管健康,2024,上海,https://www.acc.org/,美国心脏病学会,,,
菲尔兹数学科学研究院（加拿大）上海代表处,Fields Institute For Research In Mathematical Sciences (Canada) Shanghai Representative Office,境外非政府组织,学术研究,数学研究-学术合作,2024,上海,https://www.feishu.ca/,,,,
泰中东盟经贸促进会（泰国）重庆代表处,Thai-China ASEAN Development Association (TCDA) Chongqing Representative Office,境外非政府组织,经贸合作,经贸促进-区域合作,2024,重庆,,,,,
澳门中小型企业联合总商会上海代表处,The Federal General Commercial Association of Macau Small and Medium Enterprises (GAMSME) Shanghai Representative Office,境外非政府组织,经贸合作,中小企业-商会服务,2024,上海,http://gamsme.org/,澳門中小型企業聯合總商會,,,
海洋管理委员会（英国）广东代表处,Marine Stewardship Council (MSC) Guangdong Representative Office,境外非政府组织,气候能源,海洋保护-可持续渔业,2024,广东深圳,https://www.msc.org/cn,海洋管理委员会,,,
世界建筑文物保护基金会（美国）北京代表处,World Monuments Fund (WMF) Beijing Representative Office,境外非政府组织,文体交流,文化遗产保护-建筑修复,2024,北京,https://www.wmf.org/,世界建筑文物保护基金会,,,
香港国际仲裁中心北京代表处,Hong Kong International Arbitration Centre (HKIAC) Beijing Office,境外非政府组织,法律仲裁,国际仲裁-法律服务,2024,北京,https://hkiac.org/,香港国际仲裁中心HKIAC,,,
英国皇家特许管理会计师公会上海代表处,Chartered Institute of Management Accountants (CIMA) Shanghai Representative Office,境外非政府组织,教育培养,经济与金融-职业认证,2024,上海,https://www.aicpa-cima-cn.com/,CGMA全球特许管理会计师,,,
全球文化教育交流委员会（美国）广东代表处,Global Cultural and Educational Exchange Committee (GCEEC) Guangdong Representative Office,境外非政府组织,教育培养,教育交流-文化合作,2024,广东深圳,https://gceec.org.cn/,全球文化教育交流委员会,,,
俄罗斯自治非营利组织滨海边疆区创业支持中心哈尔滨代表处,Center for Entrepreneurship Support of the Primorsky Territory Harbin Representative Office,境外非政府组织,经贸合作,创业支持-中俄经贸,2024,黑龙江哈尔滨,,,,,
阿森诺家族基金会（美国）北京代表处,Arsenault Family Foundation China (AFFC),境外非政府组织,公益服务,公益慈善-教育资助,2024,北京,https://paxsapiens.org/zh/arsenault-family-foundation-china/,,,,
中欧创新创业协会（比利时）天津代表处,Association of Chinese-European Innovation and Entrepreneurship (ACEIE) Tianjin Representative Office,境外非政府组织,科技创新,创新创业-科技合作,2024,天津,http://www.aceie-europe.org/,,,,
常春藤创业联盟（美国）天津代表处,Ivy League of High-Tech Entrepreneurs Tianjin Representative Office,境外非政府组织,科技创新,创业孵化-高校合作,2024,天津,,常春藤创业联盟IVY,,,
欧盟中国城市发展委员会（比利时）天津代表处,EU China Municipal Development Commission (ECMDC) Tianjin Representative Office,境外非政府组织,城市基建,城市与建筑-可持续规划,2024,天津,http://www.ecmdc.eu/,,,,
中东欧中国科技交流协会（匈牙利）天津代表处,Central and Eastern European Chinese Science and Technology Exchange Association (CEECSTE) Tianjin Representative Office,境外非政府组织,科技创新,科技交流-创新合作,2024,天津,http://www.ceecstea.com/,欧洲科技网CEECSTE,,,
国际冰上龙舟联合会内蒙古代表处,International Ice Dragon Boat Federation (IIDBF) Inner Mongolia Representative Office,境外非政府组织,文体交流,体育赛事-民族体育,2025,内蒙古锡林浩特,https://www.iidbf.com/,IIDBF冰上龙舟,,,
韩国食品安全管理认证院山东代表处,Korea Agency of HACCP Accreditation and Services Shandong Representative Office,境外非政府组织,法律仲裁,食品安全-质量认证,2025,山东青岛,https://www.haccp.or.kr/,,,,
韩国大邱商工会议所成都代表处,Daegu Chamber of Commerce & Industry Chengdu Representative Office,境外非政府组织,经贸合作,商会组织-经贸促进,2025,四川成都,,韩国大邱广域市成都代表处,,,
世界工程热化学学会（加拿大）沈阳代表处,World Society of Engineering Thermochemistry (WSET) Shenyang Representative Office,境外非政府组织,气候能源,工程科学-能源技术,2025,辽宁沈阳,https://wsetc.org/,,,,
红杉气候基金会（美国）北京代表处,Sequoia Climate Foundation Beijing Representative Office,境外非政府组织,气候能源,气候变化-环保公益,2025,北京,https://sequoiaclimate.org/,,,,
气候工作基金会（美国）北京代表处,ClimateWorks Foundation Beijing Office,境外非政府组织,气候能源,气候变化-减排倡议,2025,北京,https://www.climateworks.org/,,,,
马来西亚中国合作总商会重庆代表处,,境外非政府组织,经贸合作,商会服务-经贸合作,2025,重庆,,,,,
智网互联实验室（哥伦比亚）天津代表处,Connected Universal Experiences Labs (NUX) Tianjin Representative Office,境外非政府组织,数字信息,数字技术-创新研发,2025,天津,https://nuxlabs.org/,智网互联实验室,,,
澳大利亚肉类及畜牧业协会上海代表处,Meat & Livestock Australia Limited (MLA) Shanghai Representative Office,境外非政府组织,农业食品,畜牧业-农产品贸易,2025,上海,https://www.aussiebeefandlamb.cn/,Aussie牛羊肉,,,
英国英中贸易协会深圳办事处,China-Britain Business Council Shenzhen Office,境外非政府组织,经贸合作,双边贸易-投资促进,2025,广东深圳,https://www.cbbc.org/,英中贸易协会,,,
财团法人忠南经济振兴院（韩国）上海代表处,Chungcheongnam-do Economic Promotion Agency Shanghai Representative Office,境外非政府组织,经贸合作,区域经济-产业支持,2025,上海,https://cnportal.imeum.co.kr/,,,,
国际肝胆胰协会（美国）湖北办事处,International Hepato-Pancreato-Biliary Association (IHPBA) Hubei Office,境外非政府组织,卫生健康,医学研究-临床培训,2025,湖北武汉,https://www.ccihpba.org/,CCIHPBA,,,
世界贸易网点联盟（瑞士）重庆代表处,World Trade Point Federation (Switzerland) (WTPF) Chongqing Representative Office,境外非政府组织,经贸合作,国际贸易-商务网络,2025,重庆,https://www.wtpf.org.cn/,世界贸易网点联盟 - WTPF,,,
国际制药工程学会（美国）上海代表处,International Society for Pharmaceutical Engineering (ISPE) Shanghai Representative Office,境外非政府组织,卫生健康,制药工程-行业标准,2025,上海,https://www.ispe.cn/,ISPE上海代表处,,,
材料性能与防护协会（美国）上海代表处,Association for Materials Protection and Performance (AMPP) Shanghai Representative Office,境外非政府组织,产业制造,材料科学-防腐技术,2025,上海,https://www.ampp.org/,AMPP上海代表处,,,
美国稻业联盟上海代表处,U.S. Rice Producers Association Shanghai Representative Office,境外非政府组织,农业食品,农业贸易-粮食出口,2025,上海,https://usriceproducers.com/,美国稻业联盟,,,
世界研学旅游组织（加拿大）福建代表处,World Research Travel Organization (WRTO) Fujian Representative Office,境外非政府组织,教育培养,研学旅游-教育交流,2025,福建厦门,https://wrto.world/,世界研学旅游组织,,,
特许金融分析师协会（美国）北京代表处,Chartered Financial Analyst (CFA) Institute Beijing Representative Office,境外非政府组织,教育培养,经济与金融-资格认证,2025,北京,https://cfainstitute.cn/,CFA Institute,,,
蒙古国物流联盟天津代表处,Mongolian Logistics Association (MLA) Tianjin Representative Office,境外非政府组织,物流交通,物流运输-跨境贸易,2025,天津,https://mongolianlogistics.com/,,,,
葡中工商会（葡萄牙）湖南代表处,Câmara de Comércio e Indústria Luso-Chinesa (CCILC) Hunan Representative Office,境外非政府组织,经贸合作,商会网络-经贸合作,2025,湖南长沙,https://ccilc.pt/,,,,
澳门法律交流协进会广东代表处,Macao Legal Exchange and Promotion Association (MLEPA) Guangdong Representative Office,境外非政府组织,法律仲裁,法律交流-司法合作,2025,广东珠海,https://www.mlepa.org.mo/,MLEPA法進資訊,,,
国际人才组织联合会（中国香港）北京代表处,Alliance of Global Talent Organizations (AGTO) Beijing Office,境外非政府组织,教育培养,人才发展-人力资源,2025,北京,http://cn.agto.org/,国际人才组织联合会AGTO,,,
全球华人化工学者学会（加拿大）广东办事处,Global Academy of Chinese Chemical Engineers (GACCE) Guangdong Office,境外非政府组织,学术研究,化工科研-学术合作,2025,广东广州,,GACCE,,,
莱索托工业与商业联合会湖南代表处,Lesotho Chamber of Commerce and Industry (LCCI) Hunan Representative Office,境外非政府组织,经贸合作,商会组织-经贸合作,2025,湖南长沙,https://www.lcci.org.ls/,,,,
国际盆景协会（美国）广东办事处,Bonsai Clubs International (BCI) Guangdong Office,境外非政府组织,文体交流,园艺艺术-文化推广,2025,广东广州,https://www.bonsai-bci.com/,,,,
澳门质量品牌国际认证联盟广东办事处,Macao Quality Brand International Certification League (MQBICL) Guangdong Office,境外非政府组织,法律仲裁,质量认证-品牌建设,2025,广东珠海,http://www.mqbicl.com/,澳门质量品牌国际认证联盟,,,
英国海事工程与科学技术学会浙江代表处,"The Institute of Marine Engineering, Science & Technology (IMarEST) Zhejiang Representative Office",境外非政府组织,物流交通,海事工程-航运技术,2025,浙江宁波,https://www.imarest.org/,,,,
世界体育联合会总会（澳门）新疆代表处,General Association of World Sports Federations (GAWSF) Xinjiang Representative Office,境外非政府组织,文体交流,体育发展-赛事组织,2025,新疆乌鲁木齐,https://gawsf.org/,GAWSF 世界体育总会,,,
国际大中华经贸促进会（中国香港）新疆代表处,International China Advancement Association (ICHCA) Xinjiang Representative Office,境外非政府组织,经贸合作,经贸促进-投资合作,2025,新疆乌鲁木齐,https://www.ichca.cn/,,,,
世界产教互联协会（德国）河南代表处,EduNet World Association (EWA) Henan Representative Office,境外非政府组织,教育培养,产教融合-职业教育,2025,河南郑州,https://www.edunet-wa.com/,,,,
跨里海国际运输路线国际协会（哈萨克斯坦）西安代表处,Trans-Caspian International Transport Route (TITR) Xi'an Representative Office,境外非政府组织,物流交通,国际物流-交通运输,2025,陕西西安,https://middlecorridor.com/ch/,,,,
国际电子竞技委员会（比利时）北京代表处,International E-sports Committee (Belgium) (IEC) Beijing Representative Office,境外非政府组织,文体交流,电子竞技-赛事管理,2025,北京,http://www.ieccn.org.cn/,,,,
新加坡设计业总商会重庆代表处,Design Business Chamber Singapore (DBCS) Chongqing Representative Office,境外非政府组织,文体交流,设计产业-创意经济,2025,重庆,https://dbcs.org.cn/,新加坡设计业总商会,,,
哈萨克斯坦咨询和贸易公司协会湖南代表处,Представительство Ассоциации торговых и торговых компаний Казахстана в провинции Хунань,境外非政府组织,经贸合作,经贸咨询-投资促进,2025,湖南长沙,,,,,
新加坡特许会计师协会南京代表处,Institute of Singapore Chartered Accountants (ISCA) Nanjing Representative Office,境外非政府组织,教育培养,经济与金融-资格认证,2025,江苏南京,https://isca.org.sg/,ISCA - 新加坡特许会计师协会,,,
英国皇家特许测量师学会上海代表处,Royal Institution of Chartered Surveyors (RICS) Shanghai Representative Office,境外非政府组织,城市基建,测量评估-房地产,2025,上海,https://www.rics-org.cn/,RICS皇家特许测量师学会,,,
德国品牌与设计委员会上海代表处,German Design Council (GDC) Shanghai Representative Office,境外非政府组织,产业制造,品牌设计-工业设计,2025,上海,https://www.german-design-council.de/en,德国品牌与设计委员会,,,
泰国东盟企业家协会广西办事处,Thailand ASEAN Business Association Guangxi Representative Office,境外非政府组织,经贸合作,企业家网络-东盟合作,2025,广西南宁,,泰国东盟企业家协会,,,
国际介入与多学科肿瘤学会（中国澳门）南京代表处,International Society of Multidisciplinary Interventional Oncology (ISMIO) Nanjing Representative Office,境外非政府组织,卫生健康,医学研究-肿瘤治疗,2025,江苏南京,https://www.ismio.net/,国际介入与多学科治疗肿瘤学会,,,
亚洲公益事业研究中心有限公司（中国香港）上海代表处,Centre for Asian Philanthropy and Society (CAPS) Shanghai Representative Office,境外非政府组织,公益服务,公益慈善-社会创新,2025,上海,https://caps.org/,亚洲公益事业研究中心 CAPS,,,
巴西亚马逊华商协会上海代表处,,境外非政府组织,经贸合作,侨商网络-经贸合作,2025,上海,,,,,
中国-非洲总商会（马达加斯加）武汉代表处,China-Africa General Association (Madagascar) (AGCA) Wuhan Representative Office,境外非政府组织,经贸合作,中非经贸-商会服务,2025,湖北武汉,http://cagatime.com/,中国-非洲总商会武汉代表处,,,
美国国际管道暖通器械协会北京代表处,International Association of Plumbing and Mechanical Officials (IAPMO) Beijing Representative Office,境外非政府组织,城市基建,建筑设备-技术标准,2025,北京,http://www.iapmo-china.com/,IAPMO北京代表处,,,
伦敦船东互保协会（英国）上海代表处,London Steam-Ship Owners'Mutual Insurance Association Limited (London P&I Club) Shanghai Representative Office,境外非政府组织,金融治理,经济与金融-航运风险管理,2025,上海,https://www.londonpandi.com/,伦敦保赔协会,,,
亚太国际仲裁院（新加坡）江苏代表处,Asia Pacific International Arbitration Chamber (APIAC) Jiangsu Representative Office,境外非政府组织,法律仲裁,仲裁服务-商事法律,2025,江苏南京,https://apiac.sg/,亚太国际仲裁院,,,
非洲青年经贸合作组织（利比里亚）山东代表处,Shandong Representative Office of the Economic and Trade Cooperation of African Youth (ETCAY),境外非政府组织,经贸合作,青年创业-经贸合作,2025,山东济南,https://www.etcay.org.cn/sy,非洲青年经贸合作组织ETCAY,,,
美国国际信息显示学会福建代表处,Society for Information Display (SID) Fujian Representative Office,境外非政府组织,数字信息,显示技术-电子信息,2025,福建厦门,https://www.sidchina.cn/,国际信息显示学会SID,,,
国际人文合作发展中心（俄罗斯）天津代表处,Russia's Federal Agency for International Humanitarian Cooperation Tianjin Representative Office,境外非政府组织,文体交流,人文交流-社会发展,2025,天津,https://rs.gov.ru/en/,,,,
法中孵化器联盟协会（法国）天津代表处,Association d'Incubateur Franco-Chinois (AIFC) Tianjin Representative Office,境外非政府组织,科技创新,创业孵化-科技创新,2025,天津,https://www.incubateur-fr.com/,法中孵化器联盟,,,
国际华人科技工商协会（美国）天津代表处,Chinese Association for Science and Business (CASB) Tianjin Representative Office,境外非政府组织,科技创新,科技创新-工商合作,2025,天津,https://www.casbi.org/cn/,侨梦苑投资,,,
蜂巢聚创基金会（美国）天津代表处,IBeeHub Foundation Tianjin Representative Office,境外非政府组织,科技创新,创新创业-公益投资,2025,天津,,华尔街蜂巢,,,
芬兰华人科技协会湖北代表处,Chinese Association of Science and Technology in Finland (CASTF) Hubei Representative Office,境外非政府组织,教育培养,科技合作-人才交流,2025,湖北武汉,https://www.casbi.org/cn/,CASTF2014,,,
新加坡特许会计师协会上海代表处,Institute of Singapore Chartered Accountants (ISCA) Shanghai Representative Office,境外非政府组织,教育培养,经济与金融-资格认证,2025,上海,https://isca.org.sg/,ISCA - 新加坡特许会计师协会,,,
全球法人识别编码基金会（瑞士）上海代表处,Global Legal Entity Identifier Foundation (GLEIF) Shanghai Representative Office,境外非政府组织,数字信息,经济与金融-数据治理,2025,上海,https://www.gleif.org/zh,全球法人识别编码基金会,,,
香港社福界心连心大行动有限公司广东代表处,Connecting Hearts Limited Guangdong Representative Office,境外非政府组织,公益服务,社会福利-社区服务,2025,广东广州,https://swch.org.hk/tc,,,,
柬埔寨湖南总商会长沙办事处,Hunan General Chamber Of Commerce In Cambodia Changsha Office,境外非政府组织,经贸合作,商会网络-经贸促进,2025,湖南长沙,,柬埔寨湖南总商会,,,
世界消费人协会（马来西亚）湖南代表处,Worldwide Consumers' Association (WCA) Hunan Representative Office,境外非政府组织,政策治理,消费者权益-市场监管,2025,湖南长沙,https://wca.org.my/,,,,
民众建澳联盟（中国澳门）广东办事处,Aliança de Povo de Instituição de Macau (API) Guangdong Office,境外非政府组织,公益服务,社区发展-社会服务,2025,广东珠海,https://api.org.mo/,民众建澳聯盟,,,
尼日利亚-中国友好协会湖南代表处,Nigeria-China Friendship Association (NCFA) Hunan Representative Office,境外非政府组织,公共外交,民间外交-经贸交流,2025,湖南长沙,,,,,
中亚国际物流与商会联合会（蒙古国）武汉代表处,CAREC Federation of International Logistics and Commerce Associations (CFILCA) Wuhan Representative Office,境外非政府组织,物流交通,国际物流-跨境贸易,2025,湖北武汉,http://cfilca.org/,中亚区域国际物流与商会 CFILCA,,,
国际法学会（美国）北京代表处,American Society of International Law (ASIL) Beijing Representative Office,境外非政府组织,法律仲裁,国际法-法律交流,2025,北京,https://asil.org/,,,,
中小企业振兴公团（韩国）上海代表处,Korea SMEs and Startups Agency (KOSME) Shanghai Representative Office,境外非政府组织,科技创新,中小企业-创业支持,2025,上海,https://www.kosmes.or.kr/sbc/SH/EHP/SHEHP001M0.do,,,,
美国美中企业家商会湖南办事处,American-Chinese CEO Society (ACCS) Hunan Representative Office,境外非政府组织,经贸合作,企业家网络-经贸合作,2026,湖南长沙,https://accs-africa.org/,,,,
巴西中巴交流联合会重庆代表处,Intercambio China Brasil (FBICB) Chongqing Representative Office,境外非政府组织,,,2026,重庆,,,,,
法国中小企业联合会吉林代表处,Confédération des petites et moyennes entreprises (CPME) Jilin Representative Office,境外非政府组织,,,2026,吉林长春,https://www.fbicb.org/,,,,
国际越野杖走联合会（芬兰）内蒙古办事处,International Nordic Walking Association (INWA) Inner Mongolia Representative Office,境外非政府组织,,,2026,内蒙古呼和浩特,https://www.inwa-nordicwalking.com/,越野行走,,,
世界国际象棋联合会（瑞士）深圳办事处,Fédération Internationale des Échecs (FIDE) Shenzhen Representative Office,境外非政府组织,,,2026,广东深圳,https://www.fide.com/,国际棋联,,,
公益慈善研究院有限公司（中国香港）广东代表处,Institute of Philanthropy (IoP) Guangdong Representative Office,境外非政府组织,,,2026,广东广州,https://www.iop.org.hk/zh-cn/,公益慈善研究院,,,
英国广西海外商会广西办事处,UK Guangxi Overseas Chinese Business Association Guangxi Office,境外非政府组织,,,2026,广西南宁,,英国广西海外商会广西办事处,,,
大邱商工会议所（韩国）上海代表处,Daegu Chamber of Commerce and Industry Shanghai Representative Office,境外非政府组织,,,2026,上海,,韩国大邱广域市上海代表处,,,
未来科学大奖基金会（中国香港）北京代表处,The Future Science Awards Foundation Limited Beijing Representative Office,境外非政府组织,,,2026,北京,https://futureprize.org/,未来科学大奖,,,
